ISBN,Title,Author,Publisher,Pages,Date Published,Subjects,Binding,Synopsis,Language,Edition,Dimensions,MSRP,Image,Status
0-415-06700-6,"Differencing the Canon: Feminism and the Writing of Art's Histories (Revisions, Critical Studies in the History and Theory of Art)","Pollock, Griselda",Routledge,364,1999-02-04,"Feminism and art, Women art historians--Psychology, Psychoanalysis and feminism, N72.F45 P63 1999, 704/.042",Paperback,"In This Book, Art Historian Griselda Pollock Makes A Compelling Intervention Into A Debate At The Very Centre Of Feminist Art History: Should The Traditional Canon Of The 'old Masters' Be Rejected, Replaced Or Reformed? What 'difference' Can Feminist 'interventions In Art's Histories' Make? Should We Simply Reject The All-male Succession Of 'great Artists' In Favour Of An All-woman Litany Of Artistic Heroines? Or Should We Displace Present Gender Demarcations And Allow The Ambiguities And Complexities Of Desire To Shape Our Readings Of Art? Differencing The Canon Moves Between Feminist Re-readings Of The Canonical Modern Masters - Van Gogh, Toulouse-lautrec And Manet - And The 'canonical' Artists Of Feminist Art History, Artemisia Gentileschi And Mary Cassatt. Pollock Avoids Both An Unnuanced Critique Of Masculine Canons And An Unquestioning Celebration Of Women Artists. She Draws On Psychoanalysis And Deconstruction To Examine The Project Of Reading For 'inscriptions In The Feminine', And Asks What The Signs Of Difference Might Be In Art Made By An Artist Who Is 'a Woman'. About Canons And Culture Wars -- Differencing: Feminism's Encounter With The Canon -- The Ambivalence Of The Maternal Body: Re/drawing Van Gogh -- Fathers Of Modern Art: Mothers Of Invention: Cocking A Leg At Toulouse-lautrec -- The Female Hero And The Making Of A Feminist Canon: Artemisia Gentileschi's Representations Of Susanna And Judith -- Feminist Mythologies And Missing Mothers: Virginia Woolf, Charlotte Bronte, Artemisia Gentileschi And Cleopatra -- Revenge: Lubaina Himid And The Making Of New Narratives For New Histories -- Some Letters On Feminism, Politics And Modern Art: When Edgar Degas Shared A Space With Mary Cassatt At The Suffrage Benefit Exhibition, New York 1915 -- A Tale Of Three Women: Seeing In The Dark, Seeing Double, At Least, With Manet. Griselda Pollock. Includes Bibliographical References (p. 318-327) And Index.",en,1,"Height: 9.69 Inches, Length: 6.85 Inches, Weight: 1.4550509292 Pounds, Width: 0.82 Inches",53.95,https://images.isbndb.com/covers/70/03/9780415067003.jpg,Success
0-7679-0283-1,Bella Tuscany Signed Edition,Frances Mayes,Broadway Books,304,1999,"Mayes, Frances, Description and travel, Social life and customs, DG734.23 .M378 1999, 945/.5",Paperback,Frances Mayes.,en,First Edition,"Height: 8.75 Inches, Length: 5.75 Inches, Weight: 1 Pounds, Width: 1.25 Inches",25,https://images.isbndb.com/covers/28/30/9780767902830.jpg,Success
0-688-16625-3,"The Purpose of Your Life: Finding Your Place In The World Using Synchronicity, Intuition, And Uncommon Sense","Adrienne, Carol, Redfield, James",William Morrow Paperbacks,320,1999-03-17,,Paperback,"<p><P>The co-author of <i>The Celestine Prophecy Experiential Guide</i> helps readers uncover the unsuspected, untapped power of synchronicity and intuition that will bring success, satisfaction, and serenity. <P>Everyone really has a purpose in life, says Carol Adrienne in her new guide to harnessing the power inside yourself. The question is&#58; How do you learn to go with the flow and let your true nature guide you?<P>Chapter by chapter, <i>The Purpose of Your Life</i> explains how to locate the source of your innate energy and focus it, how to align yourself with the natural forces that swirl around us always, and how to develop the intuition that fosters synchronicity. The book is packed with illuminating anecdotes and profiles of fascinating people &#151; from artists to urban planners to Zen masters &#151; who describe how they found their own purposes. There are practical exercises throughout, along with charts, self-questionnaires, and other tools that help you understand yourself and your deepest aspirations.<P>As you learn to recognize and trust the voice of intuition, you'll find new doors opening and new possibilities everywhere. You'll feel invigorated by the potential you've unleashed, a power that will only grow with each new accomplishment. And you'll discover the serenity and satisfaction that come only to those who are living life to the fullest. The Force is with you &#151; all you have to do is reach out and start to use it.</p>",en,Reprint,"Height: 9.25 Inches, Length: 6.12 Inches, Weight: 0.81 Pounds, Width: 0.73 Inches",11.98,https://images.isbndb.com/covers/62/50/9780688166250.jpg,Success
1-879679-13-2,Nothing Happened,"Haslund, Ebba",Women in Translation,200,1999-04-15,,Paperback,,en,1st Women in Translation ed,"Height: 8.5 Inches, Length: 5.5 Inches, Weight: 0.39903669422 Pounds, Width: 0.5 Inches",12.95,https://images.isbndb.com/covers/91/39/9781879679139.jpg,Success
0-88961-235-8,Of All The Summers,Helen Mclean,Women's Press (ca),211,1998,,Paperback,,en,,,19.95,https://images.isbndb.com/covers/23/58/9780889612358.jpg,Success
0-8078-4813-1,Landscapes of the New West (Cultural Studies of the United States),"Comer, Krista",The University of North Carolina Press,316,1999-06-09,"American literature--History and criticism, American literature--West (U.S.)--History and criticism, Women and literature--History, Women and literature--West (U.S.)--History--20th century, American literature--Women authors--History and criticism, Landscapes in literature, Geography in literature, Authors, American--Homes and haunts, Authors, American--Homes and haunts--West (U.S.), In literature, Intellectual life, PS271 .C66 1999, 810.9/3278/082",Paperback,"<p>In the early 1970s, empowered by the civil rights and women's movements, a new group of women writers began speaking to the American public. Their topic, broadly defined, was the postmodern American West. By the mid-1980s, their combined works made for a bona fide literary groundswell in both critical and commercial terms. However, as Krista Comer notes, despite the attentions of publishers, the media, and millions of readers, literary scholars have rarely addressed this movement or its writers.</p>
<p>Too many critics, Comer argues, still enamored of western images that are both masculine and antimodern, have been slow to reckon with the emergence of a new, far more ""feminine,"" postmodern, multiracial, and urban west. Here, she calls for a redesign of the field of western cultural studies, one that engages issues of gender and race and is more self-conscious about space itself—especially that cherished symbol of western ""authenticity,"" open landscape. Surveying works by Joan Didion, Wanda Coleman, Maxine Hong Kingston, Leslie Marmon Silko, Barbara Kingsolver, Pam Houston, Louise Erdrich, Sandra Cisneros, and Mary Clearman Blew, Comer shows how these and other contemporary women writers have mapped new geographical imaginations upon the cultural and social spaces of today's American West.</p>",en,New edition,"Height: 9.25 Inches, Length: 6.12 Inches, Weight: 1.05380961236 Pounds, Width: 0.79 Inches",5.15,https://images.isbndb.com/covers/81/35/9780807848135.jpg,Success
0-517-70854-X,The Calling : A Year in the Life of an Order of Nuns,"Whitney, Catherine",Crown,272,1999-03-16,"Biographies &amp; Autobiographies, General",Hardcover,,en,1,"Height: 9 Inches, Length: 5.775 Inches, Weight: 1 Pounds, Width: 1 Inches",23,https://images.isbndb.com/covers/85/45/9780517708545.jpg,Success
1-896705-28-6,Incantations and Utterances,"Cooper, Afua.",Sister Vision Press,,1999,,Paperback,Edited By Afua Cooper. Includes Bibliographical References (p. 140-141).,en,1St Edition,,0.00,https://images.isbndb.com/covers/52/86/9781896705286.jpg,Success
0-15-201955-3,The Armadillo from Amarillo,"Cherry, Lynne",Clarion Books,40,1999-03-31,,Paperback,"<p><p>when An Armadillo Named Sasparillo Wants To Know Where On Earth He Is, He Leaves His Home In San Antonio And Travels North Through The Canyons And Prairies Of Texas. In Amarillo He Meets An Eagle And, With Her Help, Finds The Answer To His Question&#8212;as Well As Lots Of Adventures.</p><h3>publishers Weekly</h3><p>this Armadillo's-eye Exploration Of Texan Terrain (and Beyond, Into Outer Space) Is Noteworthy For The Art, Which, Said Pw, Does Full Justice To The Country Through Which [the Hero] Roams. Ages 5-9. (may) Copyright 1999 Cahners Business Information.</p>",en,First Edition,"Height: 0.14 Inches, Length: 9.75 Inches, Weight: 0.33 Pounds, Width: 7.97 Inches",7.99,https://images.isbndb.com/covers/95/56/9780152019556.jpg,Success
0-688-16841-8,Now It's Time to Say Goodbye,"Peck, Dale",Harper Perennial,464,1999-05-19,,Paperback,"In the flatlands of Kansas, a small town called Kenosha burned to the ground; in its stead two new towns were created on nearby land -- the all-white Galatea and the black Galatia. To this divided community come two disillusioned New Yorkers, Colin and his young lover Justin Time. Their arrival triggers a brutal string of events, all linked to secrets of long ago, including the uncertain circumstances surrounding the lynching of an albino black boy. With the sexual assault and kidnapping of a town cheerleader, Colin and Justin find themselves both victims and suspects, protagonists and scapegoats. And as they discover the inner demons of a town reborn from the ashes, they must ultimately embrace their own dark truths.",en,First Edition,"Height: 9.25 Inches, Length: 6.125 Inches, Weight: 1 Pounds, Width: 0 Inches",15.95,https://images.isbndb.com/covers/84/14/9780688168414.jpg,Success
1-56740-408-1,The Poisonwood Bible,"Kingsolver, Barbara",Brilliance Audio Unabridged,,1998-11-01,,Audio Cassette,,en,Unabridged,"Height: 7.5 Inches, Length: 4.25 Inches, Weight: 0.89948602896 Pounds, Width: 2.5 Inches",0.00,https://images.isbndb.com/covers/40/81/9781567404081.jpg,Success
0-8039-7331-4,Counseling Women in Prison (Women′s Mental Health and Development),"Pollock, Joycelyn M.","SAGE Publications, Inc",232,1998-02-12,"Women prisoners--Counseling of, Women prisoners--Counseling of--United States, Women prisoners--Mental health services, Women prisoners--Mental health services--United States, Mental health counseling, Mental health counseling--United States, Correctional psychology, Correctional psychology--United States, Social work with criminals, Social work with criminals--United States, Prisoners--psychology [MESH], Women--psychology [MESH], Counseling [MESH], HV9276 .P58 1998, 365/.66",Paperback,"In Counseling Women In Prison, Author Joycelyn M. Pollock Focuses On The Female Offender In Prison And Raises Issues Related To Counseling Them. She Presents An Overview Of The Female Offender And Women's Prisons And Then Focuses On The Clinical Approaches. This Volume Is Not Intended As A Technical Guide For Counselors Or As A Textbook In Counseling; Rather, It Touches On Some Sociological And Organizational Issues That Have Relevance To Counselors Who Work With Female Offenders. It Provides The Correctional Professional Or The Student Who Plans To Enter The Field With Some Understanding Of Criminological Theory, The Nature Of The Prison Environment, Some Familiarity With Selected Prison Programs, And Background Characteristics Of The Female Offender. Covering A Range Of Issues Through A Variety Of Treatment Applications, Counseling Women In Prison Is The Ideal Resource For Institutional Counselors, Correctional Officers, Psychologists, And Psychiatrists Who Provide Either Individual Or Group Counseling To Female Offenders. Change Efforts And The Female Prisoner -- Women's Prisons -- Criminality And Classification -- Drug Abuse, Criminality, And Treatment -- Family Issues And Treatment Approaches -- Prison Programs -- Life Skills: Making It On The Outside -- Counseling In Prison: Issues And Concerns -- The Black Box Of Prison--feminism And Cultural Issues. Joycelyn M. Pollock. Includes Bibliographical References (p. 203-211) And Index.",en,1,"Height: 9 Inches, Length: 6 Inches, Weight: 0.881849048 Pounds, Width: 0.53 Inches",60.52,https://images.isbndb.com/covers/33/12/9780803973312.jpg,Success
0-520-21652-0,The Innocence of the Devil (Literature of the Middle East),"El Saadawi, Nawal",University of California Press,280,1998-11-04,,Paperback,"<p><p>nawal El Saadawi's Books Are Known For Their Powerful Denunciation Of Patriarchy In Its Many Forms&#58; Social, Political, And Religious. Set In An Insane Asylum, <i>the Innocence Of The Devil</i> Is A Complex And Chilling Novel That Recasts The Relationships Of God And Satan, Of Good And Evil. Intertwining The Lives Of Two Young Women As They Discover Their Sexual And Emotional Powers, Saadawi Weaves A Dreamlike Narrative That Reveals How The Patriarchal Structures Of Christianity And Islam Are Strikingly Similar&#58; Physical Violation Of Women Is Not Simply A Social Or Political Phenomenon, It Is A Religious One As Well.<br>while More Measured In Tone Than Salman Rushdie's <i>satanic Verses</i>, Saadawi's Novel Is Similar In Its Linguistic, Literary, And Philosophical Richness. Evoking A World Of Pain And Survival That May Be Unfamiliar To Many Readers, It Speaks In A Universal Voice That Reaches Across Cultures And Is The Author's Most Potent Weapon.</p><h3>publishers Weekly</h3><p>in This Densely Structured Allegorical Novel, Saadawi (<i>the Fall Of The Imam</i>), Egypt's Foremost Feminist Writer, Again Confronts The Role Of Women In Muslim Society-this Time, By Imagining A Disturbing, Dangerous World Characterized By Miscommunication Between The Sexes And Ancient Strictures On Behavior. Set In And Around An Insane Asylum, The Story Centers On Two Women: Ganat, An Inmate Who Slips In And Out Of Consciousness, And Narguiss, Who Has Failed A Test Of Virginity On Her Wedding Night. The Lives Of Both Are Constricted By The Power That Men Have Over Them. What The Author Sees As The Dual, Warring Nature Of Men's Feelings Toward Women-admiration For Women's Procreative Power Conflicting With Their Need To Make Women Submit To Them-lies At The Heart Of Ganat And Narguiss' Problems, Which Are Further Complicated By A Society In Which Christianity And Islam Coexist In Uneasy Balance. The Narrative, Which Shifts Through Multiple Points Of View And From Present To Past And Back Again, Is Extremely Difficult To Follow, Lessening The Emotional Impact Of The Characters' Plights. Still, Saadawi Writes Beautifully And In Abundant And Evocative Physical Detail Of An Egypt That Remains Closely Tied To The Land And To A Way Of Life That In Many Aspects Has Not Changed For Centuries.</p>",en,Reprint,"Height: 8.5 Inches, Length: 5.25 Inches, Weight: 0.68 Pounds, Width: 0.75 Inches",30.95,https://images.isbndb.com/covers/65/25/9780520216525.jpg,Success
